Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Precious Achiuwa,PF-C,24,TOT,74,18,1624,5.2,10.4,.501,0.6,2.2,.268,4.6,8.2,.562,1.5,2.5,.616,4.2,6.6,10.8,2.2,1.0,1.5,1.8,3.2,12.5,achiupr01
2,Bam Adebayo,C,26,MIA,71,71,2416,7.9,15.2,.521,0.2,0.6,.357,7.7,14.5,.528,4.4,5.8,.755,2.4,8.6,11.0,4.1,1.2,1.0,2.4,2.4,20.4,adebaba01
3,Ochai Agbaji,SG,23,TOT,78,28,1641,3.9,9.5,.411,1.4,4.6,.294,2.5,4.9,.523,0.8,1.2,.661,1.6,3.1,4.7,1.8,1.0,1.0,1.4,2.6,10.0,agbajoc01
4,Santi Aldama,PF,23,MEM,61,35,1618,5.5,12.6,.435,2.4,6.8,.349,3.1,5.9,.534,1.2,1.9,.621,1.6,6.2,7.8,3.1,1.0,1.2,1.5,2.0,14.6,aldamsa01
5,Nickeil Alexander-Walker,SG,25,MIN,82,20,1921,4.4,10.1,.439,2.5,6.3,.391,2.0,3.8,.517,1.0,1.2,.800,0.7,2.5,3.1,3.8,1.2,0.8,1.4,2.7,12.3,alexani01
6,Grayson Allen,SG,28,PHO,75,74,2513,4.9,9.8,.499,2.9,6.4,.461,1.9,3.4,.570,1.8,2.1,.878,0.7,3.5,4.2,3.3,1.0,0.6,1.4,2.2,14.5,allengr01
7,Jarrett Allen,C,25,CLE,77,77,2442,7.7,12.1,.634,0.0,0.1,.000,7.7,12.0,.638,3.4,4.6,.742,3.6,8.4,12.0,3.1,0.8,1.2,1.8,2.2,18.7,allenja01
8,Timmy Allen,SF,24,MEM,5,0,125,1.7,6.6,.261,0.0,2.0,.000,1.7,4.6,.375,0.3,0.6,.500,1.2,3.7,4.9,1.4,1.2,0.0,0.6,5.2,3.7,allenti01
9,Jose Alvarado,PG,25,NOP,56,0,1028,5.0,12.1,.412,2.7,7.2,.377,2.2,4.8,.464,1.2,1.8,.673,0.9,3.6,4.5,4.1,2.1,0.5,1.4,3.1,13.9,alvarjo01
10,Kyle Anderson,PF,30,MIN,79,10,1782,4.0,8.7,.460,0.2,1.0,.229,3.8,7.8,.488,2.0,2.8,.708,1.2,4.3,5.5,6.7,1.4,0.9,1.8,2.6,10.2,anderky01
11,Giannis Antetokounmpo,PF,29,MIL,73,73,2567,11.7,19.2,.611,0.5,1.7,.274,11.3,17.5,.645,7.2,11.0,.657,2.7,9.0,11.8,6.7,1.2,1.1,3.5,2.9,31.2,antetgi01
12,Thanasis Antetokounmpo,PF,31,MIL,34,0,155,3.7,7.0,.533,0.0,0.2,.000,3.7,6.7,.552,0.0,0.5,.000,1.6,1.4,3.0,3.9,1.6,0.9,3.3,5.6,7.4,antetth01
13,Cole Anthony,PG,23,ORL,81,0,1817,6.6,15.1,.435,1.8,5.4,.338,4.7,9.7,.490,3.6,4.3,.826,1.3,4.9,6.2,4.7,1.3,0.7,2.5,3.5,18.6,anthoco01
14,OG Anunoby,SF,26,TOT,50,50,1702,6.0,12.2,.489,2.2,5.6,.382,3.8,6.6,.581,1.4,1.9,.753,1.0,3.4,4.4,2.3,1.4,0.8,1.7,2.5,15.5,anunoog01
15,Ryan Arcidiacono,PG,29,NYK,20,0,45,0.0,4.8,.000,0.0,4.8,.000,0.0,0.0,,0.0,0.0,,0.0,6.4,6.4,3.2,1.6,0.0,1.6,4.0,0.0,arcidry01
16,Deni Avdija,SF,23,WAS,75,75,2257,6.5,12.8,.506,1.4,3.7,.374,5.1,9.1,.560,3.2,4.4,.740,1.3,7.3,8.6,4.6,1.0,0.6,2.6,3.0,17.6,avdijde01
17,Deandre Ayton,C,25,POR,55,55,1784,8.6,15.1,.570,0.0,0.2,.100,8.6,14.9,.576,1.3,1.6,.823,3.6,8.7,12.3,1.8,1.1,0.8,2.0,2.2,18.6,aytonde01
18,Udoka Azubuike,C,24,PHO,16,0,113,5.1,7.3,.696,0.0,0.0,,5.1,7.3,.696,1.0,4.1,.231,3.5,6.7,10.2,1.0,0.3,1.9,1.3,5.4,11.2,azubuud01
19,Ibou Badji,C,21,POR,22,1,226,2.2,3.5,.636,0.0,0.0,,2.2,3.5,.636,1.0,1.9,.500,3.2,4.9,8.1,2.1,0.5,3.2,2.4,7.3,5.4,badjiib01
20,Marvin Bagley III,C,24,TOT,50,25,1053,8.2,13.9,.586,0.3,0.8,.391,7.9,13.2,.597,3.3,4.3,.762,4.4,6.2,10.7,1.9,0.7,1.1,2.0,2.8,19.9,baglema01
21,Amari Bailey,PG,19,CHO,10,0,65,4.4,13.3,.333,0.6,4.4,.125,3.9,8.9,.438,3.3,3.9,.857,3.3,1.7,5.0,3.9,1.7,0.0,2.2,1.1,12.7,baileam01
22,Patrick Baldwin Jr.,SF,21,WAS,38,7,493,4.3,11.3,.381,2.3,7.1,.320,2.0,4.2,.483,1.4,2.0,.679,1.2,7.7,9.0,2.1,1.3,1.1,1.4,4.1,12.3,baldwpa01
23,LaMelo Ball,PG,22,CHO,22,22,711,9.3,21.4,.433,3.5,10.0,.355,5.7,11.4,.500,4.6,5.3,.865,1.5,4.3,5.7,8.9,2.0,0.2,4.2,4.0,26.6,ballla01
24,Mo Bamba,C,25,PHI,57,17,740,4.7,9.6,.490,1.2,3.1,.391,3.5,6.5,.537,1.7,2.4,.680,3.7,7.8,11.6,2.0,1.1,2.9,1.9,4.9,12.3,bambamo01
25,Paolo Banchero,PF,21,ORL,80,80,2799,8.2,18.1,.455,1.5,4.5,.339,6.7,13.6,.493,5.2,7.2,.725,1.1,6.1,7.1,5.5,0.9,0.6,3.2,2.0,23.2,banchpa01
26,Desmond Bane,SG,25,MEM,42,42,1443,9.0,19.4,.464,3.4,9.0,.381,5.6,10.4,.536,3.5,4.0,.870,0.9,3.7,4.6,5.7,1.1,0.5,2.8,3.0,24.9,banede01
27,Dalano Banton,PG,24,TOT,54,9,1047,6.9,17.2,.404,2.0,6.8,.296,4.9,10.3,.475,3.2,4.1,.783,1.4,4.7,6.1,4.4,1.1,0.7,2.6,2.2,19.2,bantoda01
28,Dominick Barlow,PF,20,SAS,33,1,420,4.8,9.7,.496,0.3,0.8,.333,4.5,8.9,.510,2.5,3.6,.690,3.9,5.8,9.7,3.1,1.0,1.2,0.8,4.0,12.3,barlodo01
29,Harrison Barnes,PF,31,SAC,82,82,2381,5.2,11.1,.474,2.3,5.8,.387,3.0,5.2,.571,2.4,3.0,.801,1.0,2.8,3.8,1.5,0.8,0.2,0.9,1.5,15.1,barneha02
30,Scottie Barnes,SG,22,TOR,60,60,2094,7.7,16.2,.475,1.7,5.1,.341,5.9,11.1,.536,3.4,4.3,.781,2.4,6.1,8.5,6.2,1.3,1.5,2.8,2.0,20.5,barnesc01
31,RJ Barrett,SG,23,TOT,58,58,1838,8.5,17.2,.495,1.8,4.9,.360,6.8,12.3,.549,4.1,5.7,.715,1.0,5.1,6.2,3.8,0.6,0.4,2.5,2.5,22.9,barrerj01
32,Charles Bassey,C,23,SAS,19,0,205,5.1,7.0,.725,0.0,0.2,.000,5.1,6.8,.744,0.9,1.1,.833,4.0,9.3,13.3,3.7,1.4,3.0,2.6,5.4,11.1,bassech01
33,Emoni Bates,SF,20,CLE,15,0,133,4.1,13.3,.306,2.7,8.9,.303,1.4,4.3,.313,0.3,1.1,.250,0.3,3.5,3.8,2.7,0.3,0.5,2.2,1.4,11.1,batesem01
34,Keita Bates-Diop,SF,28,TOT,53,8,665,3.9,9.0,.434,1.1,3.7,.304,2.8,5.3,.526,1.7,2.3,.762,1.7,4.3,6.0,2.1,1.4,1.2,0.8,1.9,10.7,bateske01
35,Nicolas Batum,PF,35,TOT,60,38,1529,2.7,6.0,.453,1.7,4.4,.395,1.0,1.7,.606,0.4,0.5,.714,1.6,4.2,5.8,3.0,1.1,0.9,0.9,2.6,7.5,batumni01
36,Darius Bazley,PF,23,TOT,9,0,152,4.3,7.1,.600,0.5,1.9,.250,3.8,5.2,.727,2.4,2.8,.833,1.9,4.7,6.6,1.7,1.4,1.7,1.9,0.7,11.4,bazleda01
37,Bradley Beal,SG,30,PHO,53,53,1767,7.7,15.0,.513,2.1,4.8,.430,5.6,10.2,.552,2.2,2.7,.813,1.1,3.6,4.7,5.4,1.1,0.6,2.7,2.6,19.6,bealbr01
38,Malik Beasley,SG,27,MIL,79,77,2337,4.9,11.1,.443,3.5,8.3,.413,1.5,2.8,.533,0.4,0.5,.714,0.6,3.8,4.5,1.7,0.9,0.1,0.8,2.4,13.7,beaslma01
39,MarJon Beauchamp,SF,23,MIL,48,1,608,4.8,9.8,.488,1.8,4.4,.400,3.0,5.4,.560,1.1,1.7,.679,1.3,4.6,5.9,1.8,0.8,0.4,1.6,3.2,12.5,beaucma01
40,Jules Bernard,SG,24,WAS,19,0,149,7.0,15.5,.453,2.7,7.0,.379,4.3,8.5,.514,1.2,2.2,.556,2.4,3.9,6.3,3.9,0.7,0.2,1.9,3.4,17.9,bernaju01
41,Dāvis Bertāns,PF,31,TOT,43,1,674,4.9,12.5,.393,4.1,10.7,.380,0.9,1.8,.471,1.6,1.8,.909,0.5,2.8,3.3,1.9,1.4,0.6,1.0,3.0,15.5,bertada01
42,Patrick Beverley,PG,35,TOT,73,13,1462,3.9,9.3,.417,1.5,4.5,.337,2.4,4.9,.490,1.8,2.2,.822,1.2,4.7,5.9,5.2,1.1,0.8,1.6,3.2,11.1,beverpa01
43,Saddiq Bey,SF,24,ATL,63,51,2062,5.1,12.2,.416,2.0,6.3,.316,3.1,5.9,.522,3.0,3.5,.837,2.9,4.3,7.2,1.6,0.9,0.2,0.9,1.5,15.1,beysa01
44,Goga Bitadze,C,24,ORL,62,33,957,4.7,7.9,.603,0.1,0.5,.143,4.7,7.3,.636,2.1,3.3,.655,4.1,6.7,10.8,3.0,1.2,2.7,1.7,4.0,11.7,bitadgo01
45,Onuralp Bitim,SG,24,CHI,23,1,268,4.3,11.3,.381,1.6,5.9,.273,2.7,5.4,.500,0.5,0.7,.800,0.8,3.5,4.3,1.7,0.4,0.3,1.3,3.2,10.7,bitimon01
46,Bismack Biyombo,C,31,TOT,40,27,791,3.4,6.0,.565,0.0,0.0,,3.4,6.0,.565,1.2,2.5,.481,2.8,6.7,9.5,2.4,0.5,1.7,1.9,4.1,7.9,biyombi01
47,Anthony Black,PG,20,ORL,69,33,1164,3.6,7.6,.466,1.1,2.9,.394,2.4,4.7,.510,1.5,2.5,.613,1.0,3.3,4.3,2.8,1.1,0.6,1.7,3.4,9.8,blackan01
48,Leaky Black,SF,24,CHO,26,3,284,3.2,6.6,.481,1.1,2.5,.450,2.0,4.1,.500,1.3,1.9,.667,1.1,4.9,6.1,3.0,1.0,1.4,0.8,2.4,8.7,blackle01
49,Buddy Boeheim,SF,24,DET,10,0,84,3.9,12.4,.310,3.4,10.7,.320,0.4,1.7,.250,3.4,4.3,.800,1.3,3.0,4.3,1.3,0.0,0.4,0.0,2.1,14.6,boehebu01
50,Bogdan Bogdanović,SG,31,ATL,79,33,2401,7.1,16.5,.428,3.6,9.6,.374,3.5,6.9,.503,2.3,2.5,.921,0.8,3.3,4.1,3.7,1.4,0.4,1.7,2.7,20.0,bogdabo01
51,Bojan Bogdanović,SF-PF,34,TOT,57,27,1478,7.5,16.6,.454,3.2,8.1,.398,4.3,8.5,.507,2.8,3.6,.785,0.5,3.2,3.7,2.4,0.7,0.1,2.5,2.3,21.1,bogdabo02
52,Bol Bol,PF,24,PHO,43,0,469,7.1,11.6,.616,1.7,4.0,.423,5.4,7.6,.717,1.2,1.5,.789,2.5,8.1,10.5,1.3,0.8,1.9,1.5,3.2,17.1,bolbo01
53,Marques Bolden,C,25,TOT,11,2,121,5.1,7.4,.680,0.0,0.3,.000,5.1,7.1,.708,0.9,1.2,.750,3.0,7.1,10.1,1.2,0.9,2.1,0.9,3.0,11.0,boldema01
54,Devin Booker,PG,27,PHO,68,68,2447,9.4,19.2,.492,2.2,6.1,.364,7.2,13.0,.552,6.0,6.7,.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,bookede01
55,Brandon Boston Jr.,SF,22,LAC,32,0,345,6.8,16.8,.404,1.5,5.4,.269,5.3,11.4,.468,2.4,3.4,.697,2.0,3.4,5.4,1.4,1.1,0.8,2.5,4.2,17.4,bostobr01
56,Chris Boucher,PF,31,TOR,50,0,705,5.6,11.1,.507,1.6,4.8,.330,4.0,6.3,.642,3.6,4.7,.772,3.2,7.4,10.6,1.2,0.7,1.2,1.4,3.5,16.4,bouchch01
57,James Bouknight,SG,23,CHO,14,0,81,8.0,18.2,.439,5.8,13.3,.433,2.2,4.9,.455,0.4,0.9,.500,0.4,3.6,4.0,2.7,0.4,0.4,0.9,1.3,22.2,bouknja01
58,Jamaree Bouyea,PG,24,TOT,9,0,95,3.8,10.6,.357,0.4,3.4,.111,3.4,7.2,.474,0.0,0.0,,1.1,6.1,7.2,4.2,0.4,0.0,3.4,3.8,8.0,bouyeja01
59,Malaki Branham,PG,20,SAS,75,29,1594,6.1,14.2,.432,2.1,6.1,.347,4.0,8.1,.494,1.2,1.4,.873,0.6,2.7,3.3,3.5,0.6,0.2,2.1,2.1,15.6,branhma01
60,Christian Braun,SG,22,DEN,82,4,1655,4.8,10.5,.460,1.4,3.6,.384,3.5,6.9,.498,2.0,2.9,.694,1.7,4.9,6.7,2.9,0.9,0.8,1.2,3.0,13.1,braunch01
61,Mikal Bridges,SF,27,BRK,82,82,2854,7.1,16.3,.436,2.8,7.5,.372,4.3,8.9,.490,3.3,4.0,.814,0.9,3.8,4.7,3.8,1.0,0.4,2.1,1.5,20.3,bridgmi01
62,Miles Bridges,SF,25,CHO,69,67,2581,7.8,16.9,.462,2.2,6.3,.349,5.6,10.6,.529,2.4,2.9,.825,1.0,6.1,7.0,3.2,0.9,0.5,1.9,1.6,20.2,bridgmi02
63,Oshae Brissett,SF,25,BOS,55,1,630,3.9,8.7,.444,0.9,3.1,.273,3.0,5.6,.541,2.9,4.7,.602,3.5,5.7,9.1,2.5,1.1,0.5,1.1,3.1,11.5,brissos01
64,Izaiah Brockington,PG,24,NOP,1,0,3,24.0,60.0,.400,0.0,12.0,.000,24.0,48.0,.500,0.0,0.0,,12.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,48.0,brockiz01
65,Malcolm Brogdon,PG,31,POR,39,25,1121,7.0,15.9,.440,2.6,6.4,.412,4.4,9.5,.458,3.1,3.7,.819,0.9,3.9,4.8,6.9,0.9,0.3,1.9,1.9,19.7,brogdma01
66,Armoni Brooks,PG,25,BRK,10,0,104,5.2,15.9,.326,3.8,11.1,.344,1.4,4.8,.286,0.3,0.7,.500,2.4,3.8,6.2,1.7,0.3,0.3,1.0,1.0,14.5,brookar01
67,Dillon Brooks,SF,28,HOU,72,72,2227,5.3,12.4,.428,2.1,6.0,.359,3.2,6.4,.492,2.0,2.4,.844,0.9,3.1,4.0,1.9,1.0,0.2,1.4,3.9,14.8,brookdi01
68,Bruce Brown,PG-SG,27,TOT,67,44,1866,5.4,11.2,.478,1.0,3.2,.323,4.3,8.1,.538,2.3,2.7,.824,1.0,4.5,5.5,3.7,1.1,0.3,1.7,2.9,14.0,brownbr01
69,Charlie Brown Jr.,SG,26,NYK,8,0,37,1.9,9.7,.200,1.9,6.8,.286,0.0,2.9,.000,0.0,0.0,,1.0,1.0,1.9,0.0,0.0,1.9,1.9,4.9,5.8,brownch02
70,Greg Brown III,PF,22,DAL,6,0,40,4.5,9.9,.455,0.9,2.7,.333,3.6,7.2,.500,3.6,8.1,.444,2.7,5.4,8.1,3.6,0.0,3.6,3.6,4.5,13.5,browngr01
71,Jaylen Brown,SF,27,BOS,70,70,2343,9.6,19.3,.499,2.2,6.3,.354,7.4,13.0,.570,3.2,4.6,.703,1.3,4.7,5.9,3.8,1.3,0.6,2.6,2.8,24.7,brownja02
72,Kendall Brown,SG,20,IND,15,0,63,4.6,8.6,.533,0.0,1.1,.000,4.6,7.4,.615,2.9,4.6,.625,1.7,1.1,2.9,2.9,0.0,0.0,1.1,5.1,12.0,brownke03
73,Kobe Brown,PF,24,LAC,44,0,394,3.4,8.2,.411,1.3,4.4,.292,2.1,3.8,.548,0.1,0.2,.500,1.8,3.8,5.7,2.3,1.1,0.5,0.8,4.5,8.1,brownko01
74,Moses Brown,C,24,POR,22,5,200,5.9,11.7,.508,0.0,0.0,,5.9,11.7,.508,1.6,5.6,.290,6.7,8.8,15.5,1.3,0.9,1.3,2.0,4.9,13.5,brownmo01
75,Troy Brown Jr.,SF,24,TOT,59,15,827,3.7,9.8,.372,2.0,6.1,.333,1.6,3.7,.435,1.4,1.6,.865,1.1,5.2,6.3,2.6,1.0,0.1,1.3,1.8,10.8,browntr01
76,Jalen Brunson,PG,27,NYK,77,77,2726,10.4,21.8,.479,2.8,6.9,.401,7.6,14.8,.516,5.6,6.6,.847,0.6,3.1,3.7,6.9,0.9,0.2,2.5,1.9,29.2,brunsja01
77,Thomas Bryant,C,26,MIA,38,4,441,7.0,12.2,.577,0.3,1.8,.182,6.7,10.4,.646,3.3,3.8,.872,3.3,8.2,11.5,1.9,0.8,1.3,1.7,3.8,17.7,bryanth01
78,Kobe Bufkin,SG,20,ATL,17,0,196,6.2,16.9,.370,1.7,7.3,.225,4.6,9.6,.481,0.7,1.5,.500,1.1,5.0,6.1,5.0,1.3,0.9,1.8,3.7,14.9,bufkiko01
79,Reggie Bullock,SF,32,HOU,44,0,417,2.9,7.1,.415,2.3,5.8,.403,0.6,1.3,.467,0.1,0.1,1.000,0.5,5.8,6.3,1.3,1.0,0.4,0.9,2.5,8.3,bullore01
80,Alec Burks,SG,32,TOT,66,1,1212,6.2,16.9,.369,3.7,9.8,.376,2.6,7.1,.360,4.3,5.0,.868,0.7,3.7,4.5,2.6,0.8,0.4,1.4,2.2,20.5,burksal01
81,Jared Butler,SG,23,WAS,40,0,566,6.2,12.8,.488,1.5,5.0,.308,4.7,7.8,.602,2.0,2.3,.861,0.6,3.1,3.7,8.0,1.8,0.5,3.2,3.7,16.0,butleja02
82,Jimmy Butler,PF,34,MIA,60,60,2042,7.0,14.0,.499,1.1,2.6,.414,5.9,11.4,.519,6.9,8.1,.858,1.9,3.8,5.6,5.3,1.4,0.3,1.8,1.2,22.0,butleji01
83,Jamal Cain,PF,24,MIA,26,1,259,4.7,11.0,.430,1.5,4.3,.355,3.2,6.7,.479,2.5,3.2,.783,2.1,3.1,5.1,1.4,1.4,0.7,1.1,3.1,13.5,cainja01
84,Kentavious Caldwell-Pope,SG,30,DEN,76,76,2402,4.0,8.8,.460,1.9,4.6,.406,2.2,4.2,.520,1.5,1.7,.894,0.5,2.3,2.7,2.7,1.5,0.6,1.1,2.3,11.5,caldwke01
85,Toumani Camara,PF,23,POR,70,49,1739,4.1,9.1,.450,1.2,3.6,.337,2.9,5.5,.523,1.6,2.0,.758,2.9,4.2,7.1,1.8,1.4,0.7,1.7,3.6,10.9,camarto01
86,Clint Capela,C,29,ATL,73,73,1883,6.7,11.8,.571,0.0,0.0,.000,6.7,11.8,.572,2.5,3.9,.631,6.4,8.4,14.8,1.7,0.8,2.0,1.4,3.1,16.0,capelca01
87,Jevon Carter,PG,28,CHI,72,0,1004,4.9,13.1,.378,2.8,8.4,.329,2.2,4.7,.466,0.1,0.3,.571,0.4,1.8,2.2,3.4,1.3,0.6,1.3,2.5,12.8,carteje01
88,Wendell Carter Jr.,C,24,ORL,55,48,1406,5.7,10.9,.525,1.6,4.4,.374,4.1,6.5,.626,2.4,3.4,.694,2.9,6.9,9.8,2.4,0.9,0.7,1.7,3.1,15.4,cartewe01
89,D.J. Carton,SG,23,TOR,4,0,36,3.0,8.0,.375,1.0,4.0,.250,2.0,4.0,.500,4.0,5.0,.800,2.0,2.0,4.0,3.0,1.0,0.0,1.0,3.0,11.0,cartodj01
90,Alex Caruso,SG,29,CHI,71,57,2040,4.5,9.5,.468,2.4,5.9,.408,2.1,3.7,.563,1.3,1.7,.760,1.1,3.7,4.8,4.4,2.1,1.2,1.8,3.2,12.6,carusal01
91,Colin Castleton,C,23,LAL,16,0,59,5.5,9.8,.563,0.0,0.0,,5.5,9.8,.563,3.7,3.7,1.000,3.7,3.7,7.3,1.8,1.2,0.0,1.8,6.7,14.6,castlco01
92,Malcolm Cazalon,SG,22,DET,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cazalma01
93,Julian Champagnie,SF,22,SAS,74,59,1468,4.0,9.9,.408,2.5,6.8,.365,1.5,3.1,.504,1.8,2.3,.815,1.0,4.0,5.1,2.5,1.2,1.0,1.4,1.9,12.4,champju02
94,Justin Champagnie,SF,22,WAS,15,1,235,4.9,11.9,.410,2.0,6.9,.289,2.9,5.1,.576,1.8,2.3,.800,2.9,5.2,8.1,2.9,1.5,1.4,1.5,2.1,13.6,champju01
95,Max Christie,SG,20,LAL,67,7,944,3.9,9.2,.427,1.6,4.5,.356,2.3,4.7,.496,1.4,1.8,.783,0.6,4.8,5.4,2.3,0.8,0.6,1.3,2.2,10.8,chrisma02
96,Sidy Cissoko,SF,19,SAS,12,0,141,4.1,8.4,.485,0.3,3.1,.083,3.8,5.4,.714,3.1,3.8,.800,2.0,3.6,5.6,2.6,1.8,0.8,0.8,4.6,11.5,cissosi01
97,Brandon Clarke,PF,27,MEM,6,1,134,8.9,15.9,.559,0.3,1.6,.167,8.6,14.2,.604,0.3,1.9,.143,3.5,5.1,8.6,2.4,1.3,1.6,0.8,2.1,18.3,clarkbr01
98,Jordan Clarkson,SG,31,UTA,55,19,1682,7.2,17.5,.413,1.9,6.6,.294,5.3,10.9,.485,3.8,4.3,.881,1.0,3.0,4.0,5.9,0.7,0.1,3.1,1.7,20.2,clarkjo01
99,Nic Claxton,C,24,BRK,71,71,2116,6.2,9.9,.629,0.0,0.1,.200,6.2,9.8,.633,1.8,3.3,.551,3.3,8.7,12.0,2.5,0.8,2.5,1.6,3.0,14.3,claxtni01
100,Noah Clowney,PF,19,BRK,23,4,370,4.9,9.0,.538,1.2,3.2,.364,3.7,5.8,.633,2.0,2.9,.700,2.5,5.4,7.9,1.8,0.8,1.6,1.5,2.4,12.9,clownno01
101,Amir Coffey,SF,26,LAC,70,13,1460,4.1,8.7,.472,1.7,4.5,.380,2.4,4.1,.571,1.5,1.8,.859,0.7,2.9,3.6,1.9,1.0,0.3,0.8,2.5,11.4,coffeam01
102,John Collins,PF,26,UTA,68,66,1901,7.5,14.1,.532,1.6,4.4,.371,5.9,9.7,.605,2.8,3.5,.795,3.0,7.9,10.9,1.5,0.8,1.2,1.9,3.6,19.4,collijo01
103,Zach Collins,C,26,SAS,69,29,1526,7.0,14.5,.484,1.4,4.3,.320,5.7,10.3,.552,2.9,3.8,.753,2.8,5.9,8.7,4.6,0.8,1.2,3.1,4.9,18.3,colliza01
104,Mike Conley,PG,36,MIN,76,76,2193,4.8,10.6,.457,2.9,6.6,.442,1.9,3.9,.481,1.7,1.8,.911,0.6,3.0,3.6,7.4,1.4,0.3,1.7,2.1,14.3,conlemi01
105,Pat Connaughton,SF,31,MIL,76,3,1676,3.2,7.5,.435,1.8,5.1,.345,1.5,2.3,.633,0.9,1.2,.759,1.1,4.0,5.1,3.5,0.9,0.4,1.1,2.1,9.2,connapa01
106,Bilal Coulibaly,SF,19,WAS,63,15,1715,3.9,9.1,.435,1.3,3.9,.346,2.6,5.2,.502,1.9,2.7,.702,1.2,4.2,5.4,2.3,1.2,1.0,1.8,2.9,11.2,coulibi01
107,Ricky Council IV,SG,22,PHI,32,0,289,6.7,14.0,.482,1.5,4.0,.375,5.2,10.0,.525,6.6,8.8,.746,1.7,4.0,5.7,2.0,1.0,0.1,0.6,2.1,21.6,councri01
108,Robert Covington,SF-PF,33,TOT,29,6,488,3.2,7.2,.439,1.4,4.1,.339,1.8,3.1,.571,1.6,1.9,.846,2.3,4.9,7.2,1.8,2.9,1.3,0.8,4.1,9.4,covinro01
109,Torrey Craig,SF,33,CHI,53,14,1049,3.7,8.6,.430,2.1,5.3,.392,1.6,3.4,.490,0.9,1.2,.750,2.4,5.1,7.4,2.0,1.0,0.7,1.1,3.8,10.4,craigto01
